IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
IMU,0.0003046,0.0003046,0.0003046,0.01,0.01,0.01,100,100,100,9.617e-05,9.617e-05,9.617e-05,2.35e-09,2.35e-09,2.35e-09
