IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.2393283938e-314,2.36029405105e-314,1618133729
IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.2393283938e-314,2.36029405105e-314,1618133731
IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.2393283938e-314,2.36029405105e-314,1618133733
IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.2393283938e-314,2.36029405105e-314,1618133735
IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.2393283938e-314,2.36029405105e-314,1618133735
IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.2393283938e-314,2.36029405105e-314,1618133736
IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.2393283938e-314,2.36029405105e-314,1618133738
IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.2393283938e-314,2.36029405105e-314,1618133739
IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.2393283938e-314,2.36029405105e-314,1618133743
IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.2393283938e-314,2.36029405105e-314,1618133744
IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.2393283938e-314,2.36029405105e-314,1618133744
IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.13621517021e-314,2.18781673012e-314,1618134037
IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.13621517021e-314,2.18781673012e-314,1618134038
IMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7766,0.9998,-0.7767,1e-08,7.41098468762e-323,2.13621517021e-314,2.18781673012e-314,1618134038
